departureTimes,arrivalTimes
01.05.2023 08:19,01.05.2023 13:38
13.08.2023 05:54,13.08.2023 09:47
17.06.2023 00:54,17.06.2023 05:16
21.03.2023 18:13,21.03.2023 21:07
07.06.2023 06:27,07.06.2023 10:51
21.08.2023 17:30,21.08.2023 22:12
30.10.2023 12:46,30.10.2023 18:02
15.09.2023 23:25,16.09.2023 03:59
07.03.2023 10:29,07.03.2023 13:38
31.07.2023 02:02,31.07.2023 07:31
11.10.2023 03:41,11.10.2023 07:29
04.10.2023 07:01,04.10.2023 12:26
02.04.2023 05:26,02.04.2023 09:48
06.05.2023 03:09,06.05.2023 05:38
23.09.2023 23:40,24.09.2023 03:55
15.04.2023 13:42,15.04.2023 19:01
11.06.2023 13:51,11.06.2023 17:02
02.11.2023 16:46,02.11.2023 21:21
25.12.2023 01:13,25.12.2023 06:03
12.08.2023 16:44,12.08.2023 20:17
06.03.2023 06:20,06.03.2023 08:56
24.01.2023 07:56,24.01.2023 11:55
07.09.2023 14:14,07.09.2023 19:35
25.03.2023 16:42,25.03.2023 21:45
30.08.2023 21:10,31.08.2023 00:45
04.11.2023 07:08,04.11.2023 12:05
25.09.2023 13:21,25.09.2023 17:53
24.11.2023 10:03,24.11.2023 14:56
30.03.2023 21:38,31.03.2023 02:20
18.11.2023 15:20,18.11.2023 19:24
17.01.2023 14:37,17.01.2023 18:59
29.06.2023 09:56,29.06.2023 15:03
31.07.2023 06:39,31.07.2023 10:36
12.12.2023 10:01,12.12.2023 13:22
18.08.2023 22:07,19.08.2023 03:00
22.06.2023 00:01,22.06.2023 03:48
14.02.2023 06:10,14.02.2023 09:54
12.04.2023 19:33,13.04.2023 00:01
07.10.2023 23:50,08.10.2023 02:20
01.10.2023 06:58,01.10.2023 11:43
07.01.2023 13:59,07.01.2023 17:58
05.11.2023 20:06,06.11.2023 01:08
25.11.2023 10:54,25.11.2023 14:27
04.09.2023 01:52,04.09.2023 04:51
15.01.2023 18:39,15.01.2023 23:04
30.06.2023 07:58,30.06.2023 11:14
07.09.2023 21:58,08.09.2023 00:44
14.01.2023 10:06,14.01.2023 13:54
02.04.2023 05:00,02.04.2023 10:12
26.04.2023 04:27,26.04.2023 07:26
02.03.2023 17:14,02.03.2023 20:22
17.06.2023 07:17,17.06.2023 10:03
01.12.2023 02:15,01.12.2023 07:16
18.01.2023 20:11,19.01.2023 01:56
13.04.2023 14:55,13.04.2023 18:50
24.10.2023 17:00,24.10.2023 19:53
22.11.2023 02:13,22.11.2023 05:29
15.10.2023 15:50,15.10.2023 21:11
09.01.2023 05:46,09.01.2023 08:25
29.01.2023 20:08,29.01.2023 22:46
02.12.2023 04:43,02.12.2023 08:01
07.07.2023 03:31,07.07.2023 07:27
16.01.2023 10:59,16.01.2023 15:41
15.10.2023 18:55,15.10.2023 22:14
23.09.2023 00:47,23.09.2023 05:34
04.02.2023 17:24,04.02.2023 21:43
15.10.2023 08:56,15.10.2023 11:31
15.09.2023 09:44,15.09.2023 12:44
22.05.2023 21:25,23.05.2023 01:49
26.11.2023 20:00,27.11.2023 00:08
16.02.2023 08:29,16.02.2023 14:17
17.06.2023 13:32,17.06.2023 19:16
11.07.2023 22:20,12.07.2023 03:21
12.08.2023 12:20,12.08.2023 15:33
19.01.2023 20:21,20.01.2023 01:16
08.01.2023 20:06,09.01.2023 00:47
10.02.2023 13:53,10.02.2023 18:25
22.07.2023 03:05,22.07.2023 08:24
09.08.2023 05:53,09.08.2023 10:10
13.10.2023 09:24,13.10.2023 14:53
14.12.2023 12:44,14.12.2023 15:14
12.03.2023 17:32,12.03.2023 21:56
19.06.2023 20:53,20.06.2023 00:16
28.11.2023 15:33,28.11.2023 20:29
01.06.2023 09:48,01.06.2023 12:58
19.04.2023 11:26,19.04.2023 14:02
04.04.2023 16:17,04.04.2023 19:40
30.10.2023 19:30,30.10.2023 22:23
10.09.2023 19:27,10.09.2023 23:26
03.01.2023 05:58,03.01.2023 09:09
20.08.2023 22:09,21.08.2023 02:27
24.10.2023 15:57,24.10.2023 18:37
29.08.2023 17:17,29.08.2023 20:02
02.05.2023 21:59,03.05.2023 01:30
16.12.2023 03:12,16.12.2023 07:45
14.07.2023 20:47,15.07.2023 01:45
26.07.2023 06:09,26.07.2023 10:06
12.02.2023 04:10,12.02.2023 07:23
05.07.2023 05:53,05.07.2023 10:14
24.10.2023 15:36,24.10.2023 18:45
19.08.2023 03:31,19.08.2023 06:52
17.02.2023 08:29,17.02.2023 11:30
14.07.2023 02:24,14.07.2023 07:27
13.12.2023 04:39,13.12.2023 07:22
29.01.2023 09:21,29.01.2023 13:38
08.06.2023 23:17,09.06.2023 04:11
12.10.2023 12:35,12.10.2023 17:13
01.03.2023 13:33,01.03.2023 18:11
10.09.2023 04:37,10.09.2023 09:22
08.06.2023 05:22,08.06.2023 08:10
26.10.2023 10:40,26.10.2023 14:18
21.07.2023 19:20,21.07.2023 23:47
14.10.2023 21:14,15.10.2023 00:50
08.04.2023 12:21,08.04.2023 17:31
12.07.2023 15:48,12.07.2023 18:38
25.08.2023 07:31,25.08.2023 11:21
07.03.2023 20:40,08.03.2023 01:47
14.03.2023 02:33,14.03.2023 07:56
26.02.2023 15:43,26.02.2023 19:21
25.12.2023 20:27,26.12.2023 01:37
02.04.2023 04:56,02.04.2023 07:46
16.05.2023 15:14,16.05.2023 18:51
24.06.2023 11:20,24.06.2023 15:19
21.04.2023 19:23,21.04.2023 23:21
16.09.2023 23:00,17.09.2023 02:44
21.06.2023 09:35,21.06.2023 12:13
17.08.2023 02:52,17.08.2023 06:43
17.03.2023 19:31,18.03.2023 01:17
23.05.2023 13:05,23.05.2023 18:14
04.03.2023 06:29,04.03.2023 10:46
31.07.2023 07:32,31.07.2023 12:41
11.04.2023 17:48,11.04.2023 21:46
03.02.2023 12:06,03.02.2023 16:30
05.04.2023 20:55,06.04.2023 02:42
01.11.2023 17:46,01.11.2023 22:40
02.10.2023 01:51,02.10.2023 05:52
13.05.2023 16:31,13.05.2023 21:01
07.08.2023 06:29,07.08.2023 09:21
05.05.2023 18:06,05.05.2023 23:33
08.06.2023 21:05,09.06.2023 00:04
04.04.2023 23:49,05.04.2023 02:59
07.06.2023 06:35,07.06.2023 11:08
13.01.2023 22:51,14.01.2023 02:57
29.01.2023 15:46,29.01.2023 19:45
04.05.2023 13:29,04.05.2023 16:16
17.03.2023 20:55,17.03.2023 23:38
28.09.2023 12:38,28.09.2023 18:08
01.07.2023 08:23,01.07.2023 12:10
25.01.2023 22:32,26.01.2023 01:03
23.05.2023 00:25,23.05.2023 04:26
05.04.2023 05:13,05.04.2023 10:33
02.10.2023 21:12,03.10.2023 02:33
16.11.2023 23:11,17.11.2023 03:19
13.11.2023 05:30,13.11.2023 09:34
19.03.2023 08:20,19.03.2023 11:34
12.06.2023 03:41,12.06.2023 09:23
09.01.2023 03:48,09.01.2023 06:44
10.10.2023 15:56,10.10.2023 18:47
26.05.2023 20:37,27.05.2023 00:06
15.08.2023 21:24,16.08.2023 02:47
21.12.2023 08:57,21.12.2023 12:19
18.05.2023 23:07,19.05.2023 03:35
11.09.2023 15:36,11.09.2023 18:57
14.06.2023 15:22,14.06.2023 20:52
11.06.2023 10:16,11.06.2023 14:45
30.03.2023 17:28,30.03.2023 20:27
03.03.2023 01:19,03.03.2023 06:51
23.08.2023 13:38,23.08.2023 16:25
05.01.2023 14:43,05.01.2023 17:38
04.01.2023 22:56,05.01.2023 03:31
31.05.2023 12:29,31.05.2023 15:49
28.04.2023 17:51,28.04.2023 20:19
06.05.2023 10:33,06.05.2023 15:51
30.03.2023 21:08,31.03.2023 00:36
30.05.2023 04:28,30.05.2023 09:58
18.01.2023 12:13,18.01.2023 16:11
12.12.2023 03:25,12.12.2023 06:57
14.01.2023 11:58,14.01.2023 17:45
14.07.2023 08:50,14.07.2023 14:01
10.07.2023 15:15,10.07.2023 18:41
01.02.2023 13:09,01.02.2023 18:32
26.03.2023 08:28,26.03.2023 11:58
20.05.2023 14:08,20.05.2023 19:48
04.06.2023 14:20,04.06.2023 19:54
09.10.2023 14:19,09.10.2023 18:25
07.11.2023 11:31,07.11.2023 15:36
11.12.2023 06:02,11.12.2023 11:49
13.02.2023 00:53,13.02.2023 04:38
10.03.2023 07:54,10.03.2023 13:32
09.02.2023 17:17,09.02.2023 20:02
15.06.2023 10:14,15.06.2023 13:57
15.03.2023 14:11,15.03.2023 19:04
14.04.2023 03:05,14.04.2023 08:01
04.05.2023 19:37,04.05.2023 22:38
11.08.2023 04:14,11.08.2023 07:53
28.08.2023 00:41,28.08.2023 05:20
23.12.2023 14:26,23.12.2023 18:59
04.06.2023 05:31,04.06.2023 10:23
01.11.2023 01:43,01.11.2023 06:25
10.03.2023 23:12,11.03.2023 01:47
23.05.2023 09:49,23.05.2023 13:15
24.07.2023 14:34,24.07.2023 18:38
15.12.2023 06:56,15.12.2023 10:32
17.01.2023 02:17,17.01.2023 04:58
24.01.2023 11:46,24.01.2023 15:20
27.11.2023 15:13,27.11.2023 18:04
10.09.2023 14:30,10.09.2023 17:25
07.11.2023 23:04,08.11.2023 02:46
09.10.2023 03:24,09.10.2023 08:23
15.12.2023 17:30,15.12.2023 22:51
20.05.2023 06:50,20.05.2023 12:09
03.06.2023 06:28,03.06.2023 09:21
05.04.2023 22:24,06.04.2023 03:44
01.07.2023 02:02,01.07.2023 06:28
04.01.2023 11:37,04.01.2023 16:02
16.11.2023 20:55,17.11.2023 02:26
01.05.2023 02:05,01.05.2023 04:42
12.03.2023 14:52,12.03.2023 19:40
13.04.2023 16:23,13.04.2023 20:29
12.12.2023 19:49,12.12.2023 23:29
22.08.2023 11:09,22.08.2023 16:56
12.04.2023 14:09,12.04.2023 19:47
22.04.2023 19:57,23.04.2023 00:07
11.06.2023 04:36,11.06.2023 09:18
21.11.2023 13:02,21.11.2023 15:28
29.04.2023 10:08,29.04.2023 14:14
17.05.2023 07:59,17.05.2023 12:13
10.10.2023 06:35,10.10.2023 10:03
28.08.2023 07:17,28.08.2023 12:37
03.01.2023 04:30,03.01.2023 07:09
01.02.2023 21:01,02.02.2023 01:15
01.04.2023 21:50,02.04.2023 00:17
06.04.2023 05:27,06.04.2023 10:06
10.02.2023 22:27,11.02.2023 02:42
30.06.2023 02:25,30.06.2023 06:21
21.06.2023 12:39,21.06.2023 17:43
15.07.2023 03:32,15.07.2023 06:30
07.12.2023 01:37,07.12.2023 04:35
23.01.2023 14:25,23.01.2023 19:35
31.01.2023 16:30,31.01.2023 22:14
19.10.2023 22:04,20.10.2023 01:28
05.07.2023 09:28,05.07.2023 14:07
22.05.2023 21:14,23.05.2023 02:23
13.02.2023 05:06,13.02.2023 10:18
27.08.2023 12:11,27.08.2023 15:39
05.04.2023 23:11,06.04.2023 01:52
09.07.2023 10:37,09.07.2023 15:08
13.01.2023 09:31,13.01.2023 12:24
17.12.2023 09:45,17.12.2023 14:55
06.12.2023 08:54,06.12.2023 14:38
10.07.2023 06:46,10.07.2023 12:14
17.08.2023 09:21,17.08.2023 12:24
04.11.2023 18:59,05.11.2023 00:32
15.11.2023 15:52,15.11.2023 18:46
20.01.2023 17:14,20.01.2023 19:49
26.01.2023 22:36,27.01.2023 03:18
13.03.2023 03:03,13.03.2023 05:55
17.07.2023 03:45,17.07.2023 06:55
18.07.2023 20:25,19.07.2023 01:04
06.04.2023 07:42,06.04.2023 11:13
18.03.2023 05:06,18.03.2023 09:13
25.09.2023 23:26,26.09.2023 03:40
28.05.2023 19:39,28.05.2023 23:38
07.07.2023 15:19,07.07.2023 19:29
16.09.2023 15:37,16.09.2023 19:58
27.12.2023 21:29,28.12.2023 01:12
26.02.2023 18:25,26.02.2023 23:44
22.06.2023 16:15,22.06.2023 19:53
24.06.2023 10:59,24.06.2023 16:19
04.06.2023 07:19,04.06.2023 11:09
27.06.2023 09:24,27.06.2023 12:37
28.12.2023 22:01,29.12.2023 02:53
30.01.2023 14:46,30.01.2023 17:31
06.01.2023 00:37,06.01.2023 03:34
26.12.2023 02:24,26.12.2023 07:52
12.12.2023 20:46,13.12.2023 01:08
13.10.2023 11:29,13.10.2023 16:12
28.01.2023 00:43,28.01.2023 03:25
02.06.2023 00:03,02.06.2023 03:40
11.05.2023 18:17,11.05.2023 21:55
26.12.2023 03:47,26.12.2023 06:36
08.12.2023 19:29,08.12.2023 23:35
06.01.2023 14:50,06.01.2023 18:44
22.06.2023 06:24,22.06.2023 09:37
23.11.2023 22:20,24.11.2023 01:26
22.02.2023 07:03,22.02.2023 10:21
31.03.2023 10:39,31.03.2023 13:24
17.02.2023 20:29,17.02.2023 23:49
13.09.2023 22:06,14.09.2023 01:12
01.05.2023 03:17,01.05.2023 07:07
07.02.2023 15:58,07.02.2023 18:27
22.03.2023 13:25,22.03.2023 16:30
06.11.2023 11:04,06.11.2023 14:23
14.10.2023 20:59,15.10.2023 01:25
09.03.2023 14:01,09.03.2023 16:50
24.05.2023 17:21,24.05.2023 20:19
05.04.2023 12:08,05.04.2023 15:59
06.08.2023 22:50,07.08.2023 01:25
01.09.2023 02:04,01.09.2023 06:06
28.01.2023 19:46,29.01.2023 01:24
23.05.2023 22:28,24.05.2023 03:54
26.03.2023 06:55,26.03.2023 12:25
11.12.2023 09:44,11.12.2023 12:53
11.05.2023 19:51,12.05.2023 00:23
16.04.2023 19:46,16.04.2023 22:15
04.02.2023 22:10,05.02.2023 03:14
23.08.2023 18:13,23.08.2023 20:41
30.06.2023 14:05,30.06.2023 19:04
07.04.2023 23:36,08.04.2023 03:09
24.09.2023 18:20,24.09.2023 21:07
12.12.2023 13:04,12.12.2023 18:34
18.12.2023 12:31,18.12.2023 17:33
29.10.2023 13:22,29.10.2023 16:13
11.03.2023 02:47,11.03.2023 08:27
13.10.2023 13:08,13.10.2023 16:43
17.06.2023 08:09,17.06.2023 12:38
15.02.2023 15:14,15.02.2023 19:36
20.05.2023 10:53,20.05.2023 16:38
25.01.2023 13:01,25.01.2023 18:46
28.11.2023 10:10,28.11.2023 14:09
22.12.2023 01:09,22.12.2023 04:51
12.09.2023 02:24,12.09.2023 04:56
31.03.2023 12:42,31.03.2023 17:33
03.09.2023 20:37,03.09.2023 23:54
02.02.2023 17:25,02.02.2023 21:13
19.12.2023 11:34,19.12.2023 16:47
30.08.2023 23:30,31.08.2023 03:51
11.02.2023 04:48,11.02.2023 09:10
31.01.2023 03:02,31.01.2023 06:30
14.01.2023 01:14,14.01.2023 04:38
28.07.2023 04:45,28.07.2023 08:06
02.11.2023 14:54,02.11.2023 19:43
07.10.2023 16:17,07.10.2023 19:31
30.12.2023 20:40,31.12.2023 00:59
09.08.2023 06:12,09.08.2023 09:44
14.05.2023 16:10,14.05.2023 19:33
07.01.2023 03:43,07.01.2023 07:03
27.03.2023 16:51,27.03.2023 20:58
05.09.2023 06:06,05.09.2023 10:27
06.06.2023 03:49,06.06.2023 06:40
02.03.2023 12:38,02.03.2023 15:14
17.07.2023 13:24,17.07.2023 18:34
03.08.2023 06:06,03.08.2023 09:13
23.10.2023 10:11,23.10.2023 15:02
21.06.2023 21:13,22.06.2023 01:58
01.12.2023 07:45,01.12.2023 10:44
11.11.2023 07:24,11.11.2023 12:41
09.07.2023 22:46,10.07.2023 02:48
12.07.2023 12:47,12.07.2023 17:37
05.09.2023 08:51,05.09.2023 12:17
06.09.2023 03:11,06.09.2023 06:23
10.03.2023 19:38,11.03.2023 01:06
21.06.2023 21:35,22.06.2023 02:07
13.08.2023 13:43,13.08.2023 16:56
04.12.2023 00:53,04.12.2023 05:20
02.03.2023 11:28,02.03.2023 14:21
11.11.2023 12:54,11.11.2023 15:31
10.04.2023 19:57,10.04.2023 23:05
28.07.2023 22:13,29.07.2023 01:26
15.02.2023 10:17,15.02.2023 14:52
08.07.2023 10:05,08.07.2023 13:16
30.01.2023 10:14,30.01.2023 14:55
15.05.2023 18:40,15.05.2023 23:19
03.09.2023 08:53,03.09.2023 12:20
10.01.2023 14:08,10.01.2023 18:29
